Id,SleepDay,TotalSleepMinutes,TotalTimeInBed,SleepHours,TimeInBedHours
4388161847,2016-04-17,619,641,10.316666666666666,10.683333333333334
4388161847,2016-04-18,99,104,1.65,1.7333333333333334
4388161847,2016-04-19,329,338,5.483333333333333,5.633333333333334
4388161847,2016-04-20,421,451,7.016666666666667,7.516666666666667
4388161847,2016-04-21,442,458,7.366666666666666,7.633333333333334
4388161847,2016-04-22,82,85,1.3666666666666667,1.4166666666666667
4388161847,2016-04-23,478,501,7.966666666666667,8.35
4388161847,2016-04-24,552,595,9.2,9.916666666666666
4388161847,2016-04-26,319,346,5.316666666666666,5.766666666666667
4388161847,2016-04-27,439,500,7.316666666666666,8.333333333333334
4388161847,2016-04-28,428,458,7.133333333333334,7.633333333333334
4388161847,2016-04-30,409,430,6.816666666666666,7.166666666666667
4388161847,2016-05-01,547,597,9.116666666666667,9.95
4388161847,2016-05-02,368,376,6.133333333333334,6.266666666666667
4388161847,2016-05-04,390,414,6.5,6.9
4388161847,2016-05-05,942,990,15.7,16.5
4388161847,2016-05-07,472,496,7.866666666666666,8.266666666666667
4388161847,2016-05-08,529,541,8.816666666666666,9.016666666666667
4388161847,2016-05-09,62,65,1.0333333333333334,1.0833333333333333
4388161847,2016-05-10,354,375,5.9,6.25
4388161847,2016-05-11,469,494,7.816666666666666,8.233333333333333
4445114986,2016-04-12,429,457,7.15,7.616666666666666
4445114986,2016-04-13,370,406,6.166666666666667,6.766666666666667
4445114986,2016-04-14,441,492,7.35,8.2
4445114986,2016-04-15,337,379,5.616666666666666,6.316666666666666
4445114986,2016-04-16,462,499,7.7,8.316666666666666
4445114986,2016-04-17,98,107,1.6333333333333333,1.7833333333333334
4445114986,2016-04-19,388,424,6.466666666666667,7.066666666666666
4445114986,2016-04-20,439,462,7.316666666666666,7.7
4445114986,2016-04-21,436,469,7.266666666666667,7.816666666666666
4445114986,2016-04-22,388,417,6.466666666666667,6.95
4445114986,2016-04-25,328,345,5.466666666666667,5.75
4445114986,2016-04-26,353,391,5.883333333333334,6.516666666666667
4445114986,2016-04-27,332,374,5.533333333333333,6.233333333333333
4445114986,2016-04-28,419,442,6.983333333333333,7.366666666666666
4445114986,2016-04-29,106,108,1.7666666666666666,1.8
4445114986,2016-04-30,322,353,5.366666666666666,5.883333333333334
4445114986,2016-05-01,439,459,7.316666666666666,7.65
4445114986,2016-05-02,502,542,8.366666666666667,9.033333333333333
4445114986,2016-05-03,417,450,6.95,7.5
4445114986,2016-05-04,337,363,5.616666666666666,6.05
4445114986,2016-05-05,462,513,7.7,8.55
4445114986,2016-05-06,374,402,6.233333333333333,6.7
4445114986,2016-05-07,401,436,6.683333333333334,7.266666666666667
4445114986,2016-05-08,361,391,6.016666666666667,6.516666666666667
4445114986,2016-05-09,457,533,7.616666666666666,8.883333333333333
4445114986,2016-05-10,405,426,6.75,7.1
4445114986,2016-05-11,499,530,8.316666666666666,8.833333333333334
4445114986,2016-05-12,483,501,8.05,8.35
4558609924,2016-04-21,126,137,2.1,2.283333333333333
4558609924,2016-04-26,103,121,1.7166666666666666,2.0166666666666666
4558609924,2016-04-29,171,179,2.85,2.9833333333333334
4558609924,2016-05-01,115,129,1.9166666666666667,2.15
4558609924,2016-05-08,123,134,2.05,2.2333333333333334
4702921684,2016-04-12,425,439,7.083333333333333,7.316666666666666
4702921684,2016-04-13,400,430,6.666666666666667,7.166666666666667
4702921684,2016-04-14,384,415,6.4,6.916666666666667
4702921684,2016-04-15,253,257,4.216666666666667,4.283333333333333
4702921684,2016-04-16,382,406,6.366666666666666,6.766666666666667
4702921684,2016-04-17,591,612,9.85,10.2
4702921684,2016-04-18,293,312,4.883333333333334,5.2
4702921684,2016-04-19,457,487,7.616666666666666,8.116666666666667
4702921684,2016-04-20,454,468,7.566666666666666,7.8
4702921684,2016-04-21,425,434,7.083333333333333,7.233333333333333
4702921684,2016-04-23,465,475,7.75,7.916666666666667
4702921684,2016-04-24,480,506,8.0,8.433333333333334
4702921684,2016-04-25,370,380,6.166666666666667,6.333333333333333
4702921684,2016-04-26,421,429,7.016666666666667,7.15
4702921684,2016-04-27,432,449,7.2,7.483333333333333
4702921684,2016-04-28,442,461,7.366666666666666,7.683333333333334
4702921684,2016-04-29,433,447,7.216666666666667,7.45
4702921684,2016-04-30,479,501,7.983333333333333,8.35
4702921684,2016-05-03,327,373,5.45,6.216666666666667
4702921684,2016-05-04,412,434,6.866666666666666,7.233333333333333
4702921684,2016-05-05,414,428,6.9,7.133333333333334
4702921684,2016-05-06,404,449,6.733333333333333,7.483333333333333
4702921684,2016-05-07,1040,1086,17.333333333333332,18.1
4702921684,2016-05-09,435,458,7.25,7.633333333333334
4702921684,2016-05-10,416,431,6.933333333333334,7.183333333333334
4702921684,2016-05-11,354,366,5.9,6.1
4702921684,2016-05-12,404,442,6.733333333333333,7.366666666666666
5553957443,2016-04-12,441,464,7.35,7.733333333333333
5553957443,2016-04-13,455,488,7.583333333333333,8.133333333333333
5553957443,2016-04-14,357,418,5.95,6.966666666666667
5553957443,2016-04-15,377,409,6.283333333333333,6.816666666666666
5553957443,2016-04-16,651,686,10.85,11.433333333333334
5553957443,2016-04-17,350,402,5.833333333333333,6.7
5553957443,2016-04-18,520,541,8.666666666666666,9.016666666666667
5553957443,2016-04-19,357,410,5.95,6.833333333333333
5553957443,2016-04-20,658,678,10.966666666666667,11.3
5553957443,2016-04-21,399,431,6.65,7.183333333333334
5553957443,2016-04-22,322,353,5.366666666666666,5.883333333333334
5553957443,2016-04-23,631,725,10.516666666666667,12.083333333333334
5553957443,2016-04-24,553,640,9.216666666666667,10.666666666666666
5553957443,2016-04-25,433,468,7.216666666666667,7.8
5553957443,2016-04-26,412,453,6.866666666666666,7.55
5553957443,2016-04-27,347,391,5.783333333333333,6.516666666666667
5553957443,2016-04-28,421,457,7.016666666666667,7.616666666666666
5553957443,2016-04-29,450,495,7.5,8.25
5553957443,2016-04-30,775,843,12.916666666666666,14.05
5553957443,2016-05-01,622,686,10.366666666666667,11.433333333333334
5553957443,2016-05-02,409,471,6.816666666666666,7.85
5553957443,2016-05-03,380,429,6.333333333333333,7.15
5553957443,2016-05-04,447,470,7.45,7.833333333333333
5553957443,2016-05-05,419,464,6.983333333333333,7.733333333333333
5553957443,2016-05-06,400,434,6.666666666666667,7.233333333333333
5553957443,2016-05-07,442,470,7.366666666666666,7.833333333333333
5553957443,2016-05-08,568,608,9.466666666666667,10.133333333333333
5553957443,2016-05-09,453,494,7.55,8.233333333333333
5553957443,2016-05-10,418,443,6.966666666666667,7.383333333333334
5553957443,2016-05-11,463,486,7.716666666666667,8.1
5553957443,2016-05-12,438,475,7.3,7.916666666666667
5577150313,2016-04-12,419,438,6.983333333333333,7.3
5577150313,2016-04-13,432,458,7.2,7.633333333333334
5577150313,2016-04-14,477,497,7.95,8.283333333333333
5577150313,2016-04-15,392,413,6.533333333333333,6.883333333333334
5577150313,2016-04-16,406,445,6.766666666666667,7.416666666666667
5577150313,2016-04-17,549,583,9.15,9.716666666666667
5577150313,2016-04-18,527,553,8.783333333333333,9.216666666666667
5577150313,2016-04-19,449,465,7.483333333333333,7.75
5577150313,2016-04-20,447,480,7.45,8.0
5577150313,2016-04-21,414,437,6.9,7.283333333333333
5577150313,2016-04-22,338,366,5.633333333333334,6.1
5577150313,2016-04-23,384,402,6.4,6.7
5577150313,2016-04-24,543,615,9.05,10.25
5577150313,2016-04-25,421,461,7.016666666666667,7.683333333333334
5577150313,2016-04-26,354,377,5.9,6.283333333333333
5577150313,2016-04-27,424,452,7.066666666666666,7.533333333333333
5577150313,2016-04-28,361,372,6.016666666666667,6.2
5577150313,2016-04-29,459,485,7.65,8.083333333333334
5577150313,2016-04-30,412,433,6.866666666666666,7.216666666666667
5577150313,2016-05-01,379,398,6.316666666666666,6.633333333333334
5577150313,2016-05-02,525,553,8.75,9.216666666666667
5577150313,2016-05-03,508,543,8.466666666666667,9.05
5577150313,2016-05-04,603,634,10.05,10.566666666666666
5577150313,2016-05-05,74,78,1.2333333333333334,1.3
5577150313,2016-05-10,504,562,8.4,9.366666666666667
5577150313,2016-05-11,431,476,7.183333333333334,7.933333333333334
6117666160,2016-04-16,380,398,6.333333333333333,6.633333333333334
6117666160,2016-04-17,336,350,5.6,5.833333333333333
6117666160,2016-04-18,493,510,8.216666666666667,8.5
6117666160,2016-04-19,465,492,7.75,8.2
6117666160,2016-04-20,474,502,7.9,8.366666666666667
6117666160,2016-04-21,508,550,8.466666666666667,9.166666666666666
6117666160,2016-04-22,480,546,8.0,9.1
6117666160,2016-04-23,492,539,8.2,8.983333333333333
6117666160,2016-04-24,353,367,5.883333333333334,6.116666666666666
6117666160,2016-04-27,542,557,9.033333333333333,9.283333333333333
6117666160,2016-04-28,393,416,6.55,6.933333333333334
6117666160,2016-04-29,600,636,10.0,10.6
6117666160,2016-05-01,507,575,8.45,9.583333333333334
6117666160,2016-05-05,392,415,6.533333333333333,6.916666666666667
6117666160,2016-05-06,658,698,10.966666666666667,11.633333333333333
6117666160,2016-05-07,498,507,8.3,8.45
6117666160,2016-05-08,555,603,9.25,10.05
6117666160,2016-05-09,492,522,8.2,8.7
6775888955,2016-04-13,235,260,3.9166666666666665,4.333333333333333
6775888955,2016-04-14,423,441,7.05,7.35
6775888955,2016-04-15,391,406,6.516666666666667,6.766666666666667
6962181067,2016-04-12,366,387,6.1,6.45
6962181067,2016-04-13,630,679,10.5,11.316666666666666
6962181067,2016-04-14,508,535,8.466666666666667,8.916666666666666
6962181067,2016-04-15,370,386,6.166666666666667,6.433333333333334
6962181067,2016-04-16,357,366,5.95,6.1
6962181067,2016-04-17,427,446,7.116666666666666,7.433333333333334
6962181067,2016-04-18,442,458,7.366666666666666,7.633333333333334
6962181067,2016-04-19,476,535,7.933333333333334,8.916666666666666
6962181067,2016-04-20,418,424,6.966666666666667,7.066666666666666
6962181067,2016-04-21,451,457,7.516666666666667,7.616666666666666
6962181067,2016-04-22,425,435,7.083333333333333,7.25
6962181067,2016-04-23,528,546,8.8,9.1
6962181067,2016-04-24,511,514,8.516666666666667,8.566666666666666
6962181067,2016-04-25,400,415,6.666666666666667,6.916666666666667
6962181067,2016-04-26,441,446,7.35,7.433333333333334
6962181067,2016-04-27,455,467,7.583333333333333,7.783333333333333
6962181067,2016-04-28,440,453,7.333333333333333,7.55
6962181067,2016-04-29,433,447,7.216666666666667,7.45
6962181067,2016-04-30,422,424,7.033333333333333,7.066666666666666
6962181067,2016-05-01,411,426,6.85,7.1
6962181067,2016-05-02,466,482,7.766666666666667,8.033333333333333
6962181067,2016-05-03,394,418,6.566666666666666,6.966666666666667
6962181067,2016-05-04,442,455,7.366666666666666,7.583333333333333
6962181067,2016-05-05,467,491,7.783333333333333,8.183333333333334
6962181067,2016-05-06,443,462,7.383333333333334,7.7
6962181067,2016-05-07,298,334,4.966666666666667,5.566666666666666
6962181067,2016-05-08,541,569,9.016666666666667,9.483333333333333
6962181067,2016-05-09,489,497,8.15,8.283333333333333
6962181067,2016-05-10,469,481,7.816666666666666,8.016666666666667
6962181067,2016-05-11,452,480,7.533333333333333,8.0
6962181067,2016-05-12,516,535,8.6,8.916666666666666
7007744171,2016-04-16,79,82,1.3166666666666667,1.3666666666666667
7007744171,2016-05-01,58,61,0.9666666666666667,1.0166666666666666
7086361926,2016-04-12,514,525,8.566666666666666,8.75
7086361926,2016-04-13,451,465,7.516666666666667,7.75
7086361926,2016-04-14,472,476,7.866666666666666,7.933333333333334
7086361926,2016-04-15,377,386,6.283333333333333,6.433333333333334
7086361926,2016-04-19,472,483,7.866666666666666,8.05
7086361926,2016-04-20,492,502,8.2,8.366666666666667
7086361926,2016-04-21,390,411,6.5,6.85
7086361926,2016-04-22,428,448,7.133333333333334,7.466666666666667
7086361926,2016-04-24,681,704,11.35,11.733333333333333
7086361926,2016-04-25,446,447,7.433333333333334,7.45
7086361926,2016-04-26,485,500,8.083333333333334,8.333333333333334
7086361926,2016-04-27,469,479,7.816666666666666,7.983333333333333
7086361926,2016-04-28,354,367,5.9,6.116666666666666
7086361926,2016-04-30,485,489,8.083333333333334,8.15
7086361926,2016-05-01,388,407,6.466666666666667,6.783333333333333
7086361926,2016-05-02,440,459,7.333333333333333,7.65
7086361926,2016-05-03,456,461,7.6,7.683333333333334
7086361926,2016-05-04,420,436,7.0,7.266666666666667
7086361926,2016-05-06,322,333,5.366666666666666,5.55
7086361926,2016-05-07,530,548,8.833333333333334,9.133333333333333
7086361926,2016-05-08,481,510,8.016666666666667,8.5
7086361926,2016-05-09,427,438,7.116666666666666,7.3
7086361926,2016-05-11,451,463,7.516666666666667,7.716666666666667
7086361926,2016-05-12,444,457,7.4,7.616666666666666
8053475328,2016-04-20,486,493,8.1,8.216666666666667
8053475328,2016-04-23,331,337,5.516666666666667,5.616666666666666
8053475328,2016-05-07,74,75,1.2333333333333334,1.25
8378563200,2016-04-12,338,356,5.633333333333334,5.933333333333334
8378563200,2016-04-13,447,487,7.45,8.116666666666667
8378563200,2016-04-14,424,455,7.066666666666666,7.583333333333333
8378563200,2016-04-15,513,533,8.55,8.883333333333333
8378563200,2016-04-16,611,689,10.183333333333334,11.483333333333333
8378563200,2016-04-17,525,591,8.75,9.85
8378563200,2016-04-18,398,451,6.633333333333334,7.516666666666667
8378563200,2016-04-19,387,421,6.45,7.016666666666667
8378563200,2016-04-20,381,409,6.35,6.816666666666666
8378563200,2016-04-21,396,417,6.6,6.95
8378563200,2016-04-22,441,469,7.35,7.816666666666666
8378563200,2016-04-23,565,591,9.416666666666666,9.85
8378563200,2016-04-24,458,492,7.633333333333334,8.2
8378563200,2016-04-25,776,804,12.933333333333334,13.4
8378563200,2016-04-26,550,584,9.166666666666666,9.733333333333333
8378563200,2016-04-27,531,600,8.85,10.0
8378563200,2016-04-28,506,556,8.433333333333334,9.266666666666667
8378563200,2016-04-29,527,562,8.783333333333333,9.366666666666667
8378563200,2016-04-30,468,555,7.8,9.25
8378563200,2016-05-01,475,539,7.916666666666667,8.983333333333333
8378563200,2016-05-02,351,385,5.85,6.416666666666667
8378563200,2016-05-03,405,429,6.75,7.15
8378563200,2016-05-04,441,477,7.35,7.95
8378563200,2016-05-05,381,417,6.35,6.95
8378563200,2016-05-06,323,355,5.383333333333334,5.916666666666667
8378563200,2016-05-07,459,513,7.65,8.55
8378563200,2016-05-08,545,606,9.083333333333334,10.1
8378563200,2016-05-09,359,399,5.983333333333333,6.65
8378563200,2016-05-10,342,391,5.7,6.516666666666667
8378563200,2016-05-11,368,387,6.133333333333334,6.45
8378563200,2016-05-12,496,546,8.266666666666667,9.1
8792009665,2016-04-12,458,493,7.633333333333334,8.216666666666667
8792009665,2016-04-13,531,552,8.85,9.2
8792009665,2016-04-14,486,503,8.1,8.383333333333333
8792009665,2016-04-15,363,377,6.05,6.283333333333333
8792009665,2016-04-20,528,547,8.8,9.116666666666667
8792009665,2016-04-22,391,407,6.516666666666667,6.783333333333333
8792009665,2016-04-23,339,360,5.65,6.0
8792009665,2016-04-27,423,428,7.05,7.133333333333334
8792009665,2016-04-28,402,416,6.7,6.933333333333334
8792009665,2016-04-29,398,406,6.633333333333334,6.766666666666667
8792009665,2016-04-30,343,360,5.716666666666667,6.0
8792009665,2016-05-01,503,527,8.383333333333333,8.783333333333333
8792009665,2016-05-02,415,423,6.916666666666667,7.05
8792009665,2016-05-03,516,545,8.6,9.083333333333334
8792009665,2016-05-04,439,463,7.316666666666666,7.716666666666667
